Rating,longRunForwardPD
Aaa,0.0000999916304391167
Aa1,0.00101113767209931
Aa2,0.00127379208577334
Aa3,0.00159254628961777
A1,0.00184451253551333
A2,0.0020185346094548
A3,0.00252902805260313
Baa1,0.00380994133401144
Baa2,0.00586418632818954
Baa3,0.00855942690403933
Ba1,0.0114662993937117
Ba2,0.0140137882992438
Ba3,0.0170147240861836
B1,0.0205806190161007
B2,0.0248057446875847
B3,0.0298106122402127
Caa,0.0428994278042516
C,0.0428994278042516
